title,director,actors,year,genre
Brazil,Terry Gilliam,"['Jonathan Pryce', 'Robert De Niro', 'Katherine Helmond', 'Ian Holm', 'Bob Hoskins']",1985,['Comedy']
Raise Your Voice,Sean McNamara,"['Hilary Duff', 'Oliver James', 'David Keith', 'Johnny Lewis', 'Rita Wilson']",2004,['Music']
The Big Lebowski,Joel Coen,"['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'Philip Seymour Hoffman']",1998,['Comedy']
Black Snake Moan,Craig Brewer,"['Samuel L. Jackson', 'Christina Ricci', 'Justin Timberlake', 'S. Epatha Merkerson', 'John Cothran, Jr.']",2006,['Drama']
Dark Blue,Ron Shelton,"['Kurt Russell', 'Scott Speedman', 'Michael Michele', 'Brendan Gleeson', 'Ving Rhames']",2002,['Action']
A Mighty Heart,Michael Winterbottom,"['Angelina Jolie', 'Dan Futterman', 'Irrfan Khan', 'Archie Panjabi', ""Denis O'Hare""]",2007,['Drama']
Whatever It Takes,David Raynr,"[""Jodi Lyn O'Keefe"", 'Shane West', 'Marla Sokoloff', 'James Franco', 'Aaron Paul']",2000,['Drama']
Boat Trip,Mort Nathan,"['Cuba Gooding Jr.', 'Horatio Sanz', 'Roselyn Sánchez', 'Vivica A. Fox', 'Maurice Godin']",2002,['Comedy']
The Importance of Being Earnest,Oliver Parker,"['Rupert Everett', 'Colin Firth', 'Reese Witherspoon', 'Judi Dench', 'Tom Wilkinson']",2002,['Comedy']
The Love Letter,Dan Curtis,"['Campbell Scott', 'Jennifer Jason Leigh', 'David Dukes', 'Estelle Parsons']",1998,['Comedy']
Hoot,Wil Shriner,"['Luke Wilson', 'Logan Lerman', 'Brie Larson', 'Tim Blake Nelson', 'Cody Linley']",2006,['Drama']
In Bruges,Martin McDonagh,"['Colin Farrell', 'Brendan Gleeson', 'Ralph Fiennes', 'Clémence Poésy', 'Thekla Reuten']",2008,['Comedy']
Peeples,Tina Gordon Chism,"['Craig Robinson', 'Kerry Washington', 'David Alan Grier', 'S. Epatha Merkerson', 'Tyler James Williams']",2013,['Comedy']
The Rocker,Peter Cattaneo,"['Rainn Wilson', 'Josh Gad', 'Christina Applegate', 'Emma Stone', 'Teddy Geiger']",2008,['Comedy']
Post Grad,Vicky Jenson,"['Alexis Bledel', 'Zach Gilford', 'Rodrigo Santoro', 'Jane Lynch', 'Carol Burnett']",2009,['Comedy']
Promised Land,Gus Van Sant,"['Matt Damon', 'John Krasinski', 'Frances McDormand', 'Rosemarie DeWitt', 'Lucas Black']",2012,['Drama']
Whatever Works,Woody Allen,"['Larry David', 'Evan Rachel Wood', 'Adam Brooks', 'Michael McKean', 'Lyle Kanouse']",2009,['Comedy']
The In Crowd,Mary Lambert,"['Susan Ward', 'Lori Heuring', 'Matthew Settle', 'Nathan Bexton', 'Tess Harper']",2000,['Thriller']
The Three Burials of Melquiades Estrada,Tommy Lee Jones,"['Tommy Lee Jones', 'Barry Pepper', 'Dwight Yoakam', 'January Jones', 'Melissa Leo']",2005,['Adventure']
Jakob the Liar,Peter Kassovitz,"['Robin Williams', 'Armin Mueller-Stahl', 'Hannah Taylor-Gordon', 'Éva Igó', 'István Bálint']",1999,['Comedy']
Kiss Kiss Bang Bang,Shane Black,"['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan', 'Corbin Bernsen', 'Dash Mihok']",2005,['Action']
Idle Hands,Rodman Flender,"['Devon Sawa', 'Seth Green', 'Jessica Alba', 'Vivica A. Fox', 'Christopher Hart']",1999,['Thriller']
Mulholland Drive,David Lynch,"['Naomi Watts', 'Laura Harring', 'Ann Miller', 'Dan Hedaya', 'Justin Theroux']",2001,['Thriller']
Blood and Chocolate,Katja von Garnier,"['Agnes Bruckner', 'Hugh Dancy', 'Katja Riemann', 'Olivier Martinez', 'Bryan Dick']",2007,['Drama']
You Will Meet a Tall Dark Stranger,Woody Allen,"['Gemma Jones', 'Anthony Hopkins', 'Naomi Watts', 'Josh Brolin', 'Antonio Banderas']",2010,['Comedy']
Never Let Me Go,Mark Romanek,"['Carey Mulligan', 'Andrew Garfield', 'Keira Knightley', 'Domhnall Gleeson', 'Andrea Riseborough']",2010,['Drama']
The Company,Mikael Salomon,"[""Chris O'Donnell"", 'Alfred Molina', 'Michael Keaton', 'Rory Cochrane', 'Alessandro Nivola']",2007,['Drama']
Transsiberian,Brad Anderson,"['Woody Harrelson', 'Emily Mortimer', 'Kate Mara', 'Eduardo Noriega', 'Thomas Kretschmann']",2008,['Thriller']
The Clan of the Cave Bear,Michael Chapman,"['Daryl Hannah', 'Pamela Reed', 'James Remar', 'Thomas G. Waites', 'John Doolittle']",1986,['Adventure']
Crazy in Alabama,Antonio Banderas,"['Melanie Griffith', 'David Morse', 'Lucas Black', 'Cathy Moriarty', 'Meat Loaf']",1999,['Comedy']
Funny Games,Michael Haneke,"['Naomi Watts', 'Tim Roth', 'Michael Pitt', 'Brady Corbet', 'Devon Gearhart']",2007,['Horror']
Listening,Khalil Sullins,"['Thomas Stroppel', 'Artie Ahr', 'Amber Marie Bollinger', 'Christine Haeberman', 'Steve Hanks']",2015,['Drama']
Felicia's Journey,Atom Egoyan,"['Bob Hoskins', 'Elaine Cassidy', 'Arsinée Khanjian', 'Peter McDonald', 'Gerard McSorley']",1999,['Drama']
Metropolis,Fritz Lang,"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge', 'Fritz Rasp']",1927,['Drama']
District B13,Pierre Morel,"['David Belle', 'Cyril Raffaelli', ""Tony D'Amario"", 'Dany Verissimo-Petit', 'Bibi Naceri']",2004,['Action']
Things to Do in Denver When You're Dead,Gary Fleder,"['Andy García', 'Christopher Lloyd', 'William Forsythe', 'Bill Nunn', 'Treat Williams']",1995,['Drama']
The Assassin,Hou Hsiao-hsien,"['Shu Qi', 'Chang Chen', 'Nikki Hsieh', 'Sheu Fang-Yi', 'Ethan Juan']",2015,['Action']
Buffalo Soldiers,Gregor Jordan,"['Joaquin Phoenix', 'Ed Harris', 'Scott Glenn', 'Anna Paquin', 'Elizabeth McGovern']",2001,['Drama']
The Return,Andrey Zvyagintsev,"['Vladimir Garin', 'Konstantin Lavronenko', 'Nataliya Vdovina', 'Vanya Dobronravov', 'Yelizaveta Aleksandrova']",2003,['Thriller']
Ong Bak 2,Tony Jaa,"['Tony Jaa', 'Sarunyu Wongkrachang', 'Sorapong Chatree', 'Primorata Dejudom']",2008,['Adventure']
Centurion,Neil Marshall,"['Michael Fassbender', 'Olga Kurylenko', 'David Morrissey', 'Liam Cunningham', 'Dominic West']",2010,['Adventure']
Silent Trigger,Russell Mulcahy,"['Dolph Lundgren', 'Gina Bellman', 'Conrad Dunn', 'Christopher Heyerdahl']",1996,['Drama']
The Midnight Meat Train,Ryûhei Kitamura,"['Bradley Cooper', 'Vinnie Jones', 'Brooke Shields', 'Leslie Bibb', 'Roger Bart']",2008,['Mystery']
Winnie Mandela,Darrell James Roodt,"['Elias Koteas', 'Terrence Howard', 'Jennifer Hudson', 'Wendy Crewson', 'Angelique Pretorius']",2011,['Drama']
The Son of No One,Dito Montiel,"['Channing Tatum', 'Al Pacino', 'Juliette Binoche', 'Katie Holmes', 'James Ransone']",2011,['Drama']
All The Queen's Men,Stefan Ruzowitzky,"['Matt LeBlanc', 'Eddie Izzard', 'James Cosmo', 'Nicolette Krebitz', 'David Tristan Birkin']",2001,['Action']
The Good Night,Jake Paltrow,"['Penélope Cruz', 'Martin Freeman', 'Gwyneth Paltrow', 'Simon Pegg', 'Danny DeVito']",2007,['Comedy']
Bathory: Countess of Blood,Juraj Jakubisko,"['Anna Friel', 'Karel Roden', 'Hans Matheson', 'Vincent Regan', 'Franco Nero']",2008,['Drama']
Khumba,Anthony Silverston,"['Jake T. Austin', 'Liam Neeson', 'Steve Buscemi', 'AnnaSophia Robb', 'Laurence Fishburne']",2013,['Animation']
Automata,Gabe Ibáñez,"['Antonio Banderas', 'Birgitte Hjort Sørensen', 'Dylan McDermott', 'Robert Forster', 'Tim McInnerny']",2014,['Thriller']
Dungeons & Dragons: Wrath of the Dragon God,Gerry Lively,"['Bruce Payne', 'Mark Dymond', 'Clemency Burton-Hill', 'Ellie Chidzey', 'Tim Stern']",2005,['Action']
Chiamatemi Francesco - Il Papa della gente,Daniele Luchetti,"['Rodrigo de la Serna', 'Sergio Hernández', 'Àlex Brendemühl', 'Maximilian Dirr', 'Mercedes Morán']",2015,['Drama']
Shinjuku Incident,Derek Yee Tung-Sing,"['Jackie Chan', 'Naoto Takenaka', 'Daniel Wu', 'Xu Jinglei', 'Fan Bingbing']",2009,['Drama']
Pandaemonium,Julien Temple,"['Linus Roache', 'John Hannah', 'Samantha Morton', 'Emily Woof', 'Andrea Lowe']",2001,['Drama']
Groundhog Day,Harold Ramis,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky', 'Brian Doyle-Murray']",1993,['Romance']
Magic Mike XXL,Gregory Jacobs,"['Channing Tatum', 'Matt Bomer', 'Joe Manganiello', 'Kevin Nash', 'Adam Rodríguez']",2015,['Comedy']
Romeo + Juliet,Baz Luhrmann,"['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo', 'Harold Perrineau', 'Pete Postlethwaite']",1996,['Drama']
Sarah's Key,Gilles Paquet-Brenner,"['Kristin Scott Thomas', 'Niels Arestrup', 'Frédéric Pierrot', 'Michel Duchaussoy', 'Dominique Frot']",2010,['Drama']
Freedom,Peter Cousens,"['Cuba Gooding Jr.', 'William Sadler', 'Sharon Leal', 'David Rasche', 'Diane Salinger']",2014,['Drama']
Unforgiven,Clint Eastwood,"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Richard Harris', 'Jaimz Woolvett']",1992,['Western']
Manderlay,Lars von Trier,"['Bryce Dallas Howard', 'Isaach De Bankolé', 'Danny Glover', 'Willem Dafoe', 'Michaël Abiteboul']",2005,['Drama']
Slumdog Millionaire,Danny Boyle,"['Dev Patel', 'Freida Pinto', 'Anil Kapoor', 'Mia Drake Inderbitzin', 'Saurabh Shukla']",2008,['Drama']
Fatal Attraction,Adrian Lyne,"['Michael Douglas', 'Glenn Close', 'Anne Archer', 'Ellen Hamilton Latzen', 'Jane Krakowski']",1987,['Drama']
Pretty Woman,Garry Marshall,"['Julia Roberts', 'Richard Gere', 'Ralph Bellamy', 'Jason Alexander', 'Héctor Elizondo']",1990,['Romance']
Crocodile Dundee II,John Cornell,"['Paul Hogan', 'Linda Kozlowski', 'John Meillon', 'Ernie Dingo', 'Charles S. Dutton']",1988,['Adventure']
Broken Horses,Vidhu Vinod Chopra,"['María Valverde', ""Vincent D'Onofrio"", 'Thomas Jane', 'Anton Yelchin', 'Sean Patrick Flanery']",2015,['Thriller']
Born on the Fourth of July,Oliver Stone,"['Tom Cruise', 'Raymond J. Barry', 'Caroline Kava', 'Holly Marie Combs', 'Kyra Sedgwick']",1989,['Drama']
Cool Runnings,Jon Turteltaub,"['Leon Robinson', 'Doug E. Doug', 'Rawle D. Lewis', 'Malik Yoba', 'John Candy']",1993,['Comedy']
My Bloody Valentine,Patrick Lussier,"['Jensen Ackles', 'Jaime King', 'Kerr Smith', 'Betsy Rue', 'Edi Gathegi']",2009,['Mystery']
Stomp the Yard,Sylvain White,"['Columbus Short', 'Meagan Good', 'Ne-Yo', 'Darrin Henson', 'Jermaine Williams']",2007,['Drama']
The Spy Who Loved Me,Lewis Gilbert,"['Roger Moore', 'Barbara Bach', 'Curd Jürgens', 'Richard Kiel', 'Caroline Munro']",1977,['Adventure']
Urban Legend,Jamie Blanks,"['Alicia Witt', 'Jared Leto', 'Rebecca Gayheart', 'Michael Rosenbaum', 'Loretta Devine']",1998,['Horror']
Good Deeds,Tyler Perry,"['Tyler Perry', 'Phylicia Rashād', 'Thandie Newton', 'Brian J. White', 'Gabrielle Union']",2012,['Comedy']
White Fang,Randal Kleiser,"['Klaus Maria Brandauer', 'Ethan Hawke', 'Seymour Cassel', 'Susan Hogan', 'James Remar']",1991,['Action']
Superstar,Bruce McCulloch,"['Molly Shannon', 'Will Ferrell', 'Elaine Hendrix', 'Harland Williams', 'Tom Green']",1999,['Comedy']
The Iron Lady,Phyllida Lloyd,"['Meryl Streep', 'Anthony Stewart Head', 'Harry Lloyd', 'Jim Broadbent', 'Susan Brown']",2011,['History']
Jonah: A VeggieTales Movie,Phil Vischer,"['Phil Vischer', 'Mike Nawrocki', 'Tim Hodge', 'Lisa Vischer', 'Daniel Anderson']",2002,['Action']
Poetic Justice,John Singleton,"['Janet Jackson', 'Tupac Amaru Shakur', 'Regina King', 'Joe Torry', 'Tyra Ferrell']",1993,['Drama']
All About the Benjamins,Kevin Bray,"['Ice Cube', 'Mike Epps', 'Tommy Flanagan', 'Carmen Chaplin', 'Eva Mendes']",2002,['Action']
Vampire in Brooklyn,Wes Craven,"['Eddie Murphy', 'Angela Bassett', 'Allen Payne', 'Kadeem Hardison', 'John Witherspoon']",1995,['Comedy']
Exorcist II: The Heretic,John Boorman,"['Linda Blair', 'Richard Burton', 'Louise Fletcher', 'Max von Sydow', 'Kitty Winn']",1977,['Horror']
An American Haunting,Courtney Solomon,"['Donald Sutherland', 'Sissy Spacek', ""James D'Arcy"", 'Matthew Marsh', 'Gaye Brown']",2005,['Horror']
My Boss's Daughter,David Zucker,"['Ashton Kutcher', 'Tara Reid', 'Andy Richter', 'Jeffrey Tambor', 'Michael Madsen']",2003,['Comedy']
A Perfect Getaway,David Twohy,"['Milla Jovovich', 'Timothy Olyphant', 'Steve Zahn', 'Chris Hemsworth', 'Anthony Ruivivar']",2009,['Thriller']
Our Family Wedding,Rick Famuyiwa,"['Forest Whitaker', 'America Ferrera', 'Carlos Mencia', 'Regina King', 'Lance Gross']",2010,['Comedy']
Dead Man on Campus,Alan Cohn,"['Tom Everett Scott', 'Mark-Paul Gosselaar', 'Poppy Montgomery', 'Lochlyn Munro', 'Randy Pearlstein']",1998,['Comedy']
Tea with Mussolini,Franco Zeffirelli,"['Cher', 'Judi Dench', 'Joan Plowright', 'Maggie Smith', 'Lily Tomlin']",1999,['Comedy']
Thinner,Tom Holland,"['Robert John Burke', 'Joe Mantegna', 'Lucinda Jenney', 'Michael Constantine', 'Kari Wuhrer']",1996,['Horror']
"New York, New York",Martin Scorsese,"['Liza Minnelli', 'Robert De Niro', 'Lionel Stander', 'Barry Primus', 'Dick Miller']",1977,['Drama']
Crooklyn,Spike Lee,"['Alfre Woodard', 'Delroy Lindo', 'David Patrick Kelly', 'Zelda Harris', 'Carlton Williams']",1994,['Comedy']
I Think I Love My Wife,Chris Rock,"['Chris Rock', 'Kerry Washington', 'Gina Torres', 'Steve Buscemi', 'Edward Herrmann']",2007,['Comedy']
Jason X,James Isaac,"['Kane Hodder', 'Lexa Doig', 'Chuck Campbell', 'Lisa Ryder', 'David Cronenberg']",2001,['Horror']
Bobby,Emilio Estevez,"['Anthony Hopkins', 'Heather Graham', 'Ashton Kutcher', 'Mary Elizabeth Winstead', 'Helen Hunt']",2006,['History']
Head Over Heels,Mark Waters,"['Monica Potter', 'Freddie Prinze Jr.', 'Shalom Harlow', 'Ivana Miličević', 'Sarah Murdoch']",2001,['Comedy']
Fun Size,Josh Schwartz,"['Victoria Justice', 'Jackson Nicoll', 'Chelsea Handler', 'Josh Pence', 'Jane Levy']",2012,['Comedy']
The Diving Bell and the Butterfly,Julian Schnabel,"['Mathieu Amalric', 'Emmanuelle Seigner', 'Marie-Josée Croze', 'Anne Consigny', 'Patrick Chesnais']",2007,['Drama']
Little Children,Todd Field,"['Kate Winslet', 'Patrick Wilson', 'Jennifer Connelly', 'Jackie Earle Haley', 'Noah Emmerich']",2006,['Romance']
Gossip,Davis Guggenheim,"['Joshua Jackson', 'James Marsden', 'Kate Hudson', 'Lena Headey', 'Norman Reedus']",2000,['Drama']
A Walk on the Moon,Tony Goldwyn,"['Diane Lane', 'Viggo Mortensen', 'Liev Schreiber', 'Anna Paquin', 'Tovah Feldshuh']",1999,['Drama']
Catch a Fire,Phillip Noyce,"['Tim Robbins', 'Derek Luke', 'Bonnie Henna', 'Mncedisi Shabangu', 'Tumisho Masha']",2006,['Action']
Soul Survivors,Stephen Carpenter,"['Eliza Dushku', 'Melissa Sagemiller', 'Wes Bentley', 'Casey Affleck', 'Angela Featherstone']",2001,['Horror']
Jefferson in Paris,James Ivory,"['Nick Nolte', 'Greta Scacchi', 'Thandie Newton', 'Gwyneth Paltrow', 'Jean-Pierre Aumont']",1995,['Drama']
Easy Virtue,Stephan Elliott,"['Jessica Biel', 'Ben Barnes', 'Kristin Scott Thomas', 'Colin Firth', 'Kimberley Nixon']",2008,['Comedy']
Caravans,James Fargo,"['Anthony Quinn', ""Jennifer O'Neill"", 'Michael Sarrazin', 'Christopher Lee', 'Joseph Cotten']",1978,['Action']
Mr. Turner,Mike Leigh,"['Timothy Spall', 'Dorothy Atkinson', 'Marion Bailey', 'Paul Jesson', 'Lesley Manville']",2014,['History']
Wild Grass,Alain Resnais,"['André Dussollier', 'Sabine Azéma', 'Emmanuelle Devos', 'Mathieu Amalric', 'Anne Consigny']",2009,['Drama']
Amen.,Costa-Gavras,"['Ulrich Tukur', 'Mathieu Kassovitz', 'Ulrich Mühe', 'Michel Duchaussoy', 'Marcel Iureș']",2002,['Drama']
Reign of Assassins,John Woo,"['Michelle Yeoh', 'Jung Woo-sung', 'Wang Xue-qi', 'Barbie Hsu', 'Shawn Yue']",2010,['History']
The Lucky Ones,Neil Burger,"['Tim Robbins', 'Rachel McAdams', 'Michael Peña', 'Kerry Bishé', 'Molly Hagan']",2008,['Comedy']
Margaret,Kenneth Lonergan,"['Anna Paquin', 'Matt Damon', 'Mark Ruffalo', 'Matthew Broderick', 'Jeannie Berlin']",2011,['Drama']
Stan Helsing,Bo Zenga,"['Diora Baird', 'Leslie Nielsen', 'Steve Howey', 'Kenan Thompson', 'Tara Wilson']",2009,['Comedy']
Flipped,Rob Reiner,"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay', 'Anthony Edwards', 'John Mahoney']",2010,['Romance']
Brokeback Mountain,Ang Lee,"['Heath Ledger', 'Jake Gyllenhaal', 'Randy Quaid', 'Michelle Williams', 'Anne Hathaway']",2005,['Drama']
Clueless,Amy Heckerling,"['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy', 'Paul Rudd', 'Donald Faison']",1995,['Comedy']
Far from Heaven,Todd Haynes,"['Julianne Moore', 'Dennis Quaid', 'Dennis Haysbert', 'Patricia Clarkson', 'Viola Davis']",2002,['Drama']
Hot Tub Time Machine 2,Steve Pink,"['Rob Corddry', 'Craig Robinson', 'Clark Duke', 'Adam Scott', 'Chevy Chase']",2015,['Comedy']
Quills,Philip Kaufman,"['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix', 'Michael Caine', 'Billie Whitelaw']",2000,['Drama']
Seven Psychopaths,Martin McDonagh,"['Colin Farrell', 'Sam Rockwell', 'Woody Harrelson', 'Christopher Walken', 'Tom Waits']",2012,['Comedy']
The Caveman's Valentine,Kasi Lemmons,"['Samuel L. Jackson', 'Colm Feore', 'Ann Magnuson', 'Aunjanue Ellis', 'Tamara Tunie']",2001,['Drama']
Downfall,Oliver Hirschbiegel,"['Bruno Ganz', 'Alexandra Maria Lara', 'Corinna Harfouch', 'Ulrich Matthes', 'Juliane Köhler']",2004,['Drama']
The Sea Inside,Alejandro Amenábar,"['Javier Bardem', 'Belén Rueda', 'Lola Dueñas', 'Joan Dalmau', 'Josep Maria Pou']",2004,['Drama']
Under the Skin,Jonathan Glazer,"['Scarlett Johansson', 'Kryštof Hádek', 'Paul Brannigan', 'Michael Moreland', 'Scott Dymond']",2014,['Thriller']
"Good Morning, Vietnam",Barry Levinson,"['Robin Williams', 'Forest Whitaker', 'Tung Thanh Tran', 'Chintara Sukapatana', 'Bruno Kirby']",1987,['Comedy']
The Last Godfather,Shim Hyung-Rae,"['Harvey Keitel', 'Jason Mewes', 'Blake Clark', 'Jon Polito', 'Paul Hipp']",2010,['Action']
Justin Bieber: Never Say Never,Jon M. Chu,"['Justin Bieber', 'Miley Cyrus', 'Usher Raymond', 'Jaden Smith', 'Sean Kingston']",2011,['Documentary']
Black Swan,Darren Aronofsky,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder']",2010,['Drama']
The Godfather: Part II,Francis Ford Coppola,"['Al Pacino', 'Robert Duvall', 'Diane Keaton', 'Robert De Niro', 'John Cazale']",1974,['Drama']
Save the Last Dance,Thomas Carter,"['Julia Stiles', 'Sean Patrick Thomas', 'Kerry Washington', 'Fredro Starr', 'Terry Kinney']",2001,['Drama']
A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,"['Robert Englund', 'Tuesday Knight', 'Ken Sagoes', 'Rodney Eastman', 'Lisa Wilcox']",1988,['Horror']
Miracles from Heaven,Patricia Riggen,"['Jennifer Garner', 'Kylie Rogers', 'Martin Henderson', 'Brighton Sharbino', 'Courtney Fansler']",2016,['Drama']
"Dude, Where’s My Car?",Danny Leiner,"['Ashton Kutcher', 'Seann William Scott', 'Kristy Swanson', 'Jennifer Garner', 'Marla Sokoloff']",2000,['Comedy']
Young Guns,Christopher Cain,"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips', 'Charlie Sheen', 'Dermot Mulroney']",1988,['Crime']
St. Vincent,Theodore Melfi,"['Bill Murray', 'Melissa McCarthy', 'Naomi Watts', 'Jaeden Lieberher', ""Chris O'Dowd""]",2014,['Comedy']
About Last Night,Steve Pink,"['Kevin Hart', 'Michael Ealy', 'Regina Hall', 'Joy Bryant', 'Christopher McDonald']",2014,['Comedy']
10 Things I Hate About You,Gil Junger,"['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt', 'Larisa Oleynik', 'David Krumholtz']",1999,['Comedy']
The New Guy,Ed Decter,"['DJ Qualls', 'Eliza Dushku', 'Zooey Deschanel', 'Lyle Lovett', 'Jerod Mixon']",2002,['Comedy']
National Lampoon's Loaded Weapon 1,Gene Quintano,"['Emilio Estevez', 'Samuel L. Jackson', 'Jon Lovitz', 'Tim Curry', 'Kathy Ireland']",1993,['Comedy']
The Shallows,Jaume Collet-Serra,"['Blake Lively', 'Óscar Jaenada', 'Angelo Josue Lozano Corzo', 'José Manuel Trujillo Salas', 'Brett Cullen']",2016,['Horror']
The Butterfly Effect,Eric Bress,"['Ashton Kutcher', 'Melora Walters', 'Amy Smart', 'Elden Henson', 'William Lee Scott']",2004,['Science Fiction']
Snow Day,Chris Koch,"['Chevy Chase', 'Chris Elliott', 'Jean Smart', 'Iggy Pop', 'Pam Grier']",2000,['Comedy']
This Christmas,Preston A. Whitmore II,"['Loretta Devine', 'Delroy Lindo', 'Idris Elba', 'Regina King', 'Laz Alonso']",2007,['Comedy']
Baby Geniuses,Bob Clark,"['Kathleen Turner', 'Christopher Lloyd', 'Kim Cattrall', 'Peter MacNicol', 'Dom DeLuise']",1999,['Science Fiction']
The Big Hit,Kirk Wong,"['Mark Wahlberg', 'Lou Diamond Phillips', 'Christina Applegate', 'China Chow', 'Avery Brooks']",1998,['Action']
Harriet the Spy,Bronwen Hughes,"['Michelle Trachtenberg', ""Rosie O'Donnell"", 'J. Smith-Cameron', 'Eartha Kitt', 'Vanessa Lee Chester']",1996,['Comedy']
Child's Play 2,John Lafia,"['Alex Vincent', 'Jenny Agutter', 'Gerrit Graham', 'Christine Elise', 'Brad Dourif']",1990,['Drama']
No Good Deed,Sam Miller,"['Idris Elba', 'Taraji P. Henson', 'Leslie Bibb', 'Kate del Castillo', 'Henry Simmons']",2014,['Crime']
The Mist,Frank Darabont,"['Thomas Jane', 'Marcia Gay Harden', 'Laurie Holden', 'Andre Braugher', 'Toby Jones']",2007,['Science Fiction']
Ex Machina,Alex Garland,"['Domhnall Gleeson', 'Alicia Vikander', 'Oscar Isaac', 'Sonoya Mizuno', 'Corey Johnson']",2015,['Drama']
Being John Malkovich,Spike Jonze,"['John Cusack', 'Cameron Diaz', 'Catherine Keener', 'Charlie Sheen', 'John Malkovich']",1999,['Fantasy']
Two Can Play That Game,Mark Brown,"['Vivica A. Fox', 'Morris Chestnut', 'Anthony Anderson', 'Gabrielle Union', 'Wendy Raquel Robinson']",2001,['Comedy']
Earth to Echo,Dave Green,"['Teo Halm', 'Astro', 'Resse Hartwig', 'Ella Wahlestedt', 'Jason Gray-Stanford']",2014,['Family']
Crazy/Beautiful,John Stockwell,"['Kirsten Dunst', 'Jay Hernandez', 'Bruce Davison', 'Herman Osorio', 'Miguel Castro']",2001,['Drama']
Letters from Iwo Jima,Clint Eastwood,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara', 'Ryo Kase', 'Shidou Nakamura']",2006,['Action']
The Astronaut Farmer,Michael Polish,"['Billy Bob Thornton', 'Virginia Madsen', 'Max Thieriot', 'Jasper Polish', 'Logan Polish']",2006,['Adventure']
Woo,Daisy von Scherler Mayer,"['Jada Pinkett Smith', 'Tommy Davidson', 'Duane Martin', 'Michael Ralph', 'Darrel Heath']",1998,['Comedy']
Room,Lenny Abrahamson,"['Brie Larson', 'Jacob Tremblay', 'Joan Allen', 'Sean Bridgers', 'William H. Macy']",2015,['Drama']
Dirty Work,Bob Saget,"['Norm Macdonald', 'Artie Lange', 'Jack Warden', 'Traylor Howard', 'Don Rickles']",1998,['Comedy']
Serial Mom,John Waters,"['Kathleen Turner', 'Sam Waterston', 'Ricki Lake', 'Matthew Lillard', 'Traci Lords']",1994,['Comedy']
Dick,Andrew Fleming,"['Kirsten Dunst', 'Michelle Williams', 'Will Ferrell', 'Dan Hedaya', 'Bruce McCulloch']",1999,['Comedy']
Light It Up,Craig Bolotin,"['Usher Raymond', 'Vanessa Williams', 'Forest Whitaker', 'Rosario Dawson', ""Robert Ri'chard""]",1999,['Drama']
54,Mark Christopher,"['Ryan Phillippe', 'Salma Hayek', 'Breckin Meyer', 'Mike Myers', 'Neve Campbell']",1998,['Music']
Bubble Boy,Blair Hayes,"['Jake Gyllenhaal', 'Swoosie Kurtz', 'Marley Shelton', 'Danny Trejo', 'John Carroll Lynch']",2001,['Adventure']
Birthday Girl,Jez Butterworth,"['Nicole Kidman', 'Ben Chaplin', 'Vincent Cassel', 'Mathieu Kassovitz', 'Kate Lynn Evans']",2001,['Comedy']
21 & Over,Jon Lucas,"['Miles Teller', 'Skylar Astin', 'Justin Chon', 'Sarah Wright', 'Jonathan Keltz']",2013,['Comedy']
"Paris, je t'aime",Isabel Coixet,"['Steve Buscemi', 'Natalie Portman', 'Willem Dafoe', 'Maggie Gyllenhaal', 'Axel Kiener']",2006,['Drama']
Resurrecting the Champ,Rod Lurie,"['Samuel L. Jackson', 'Josh Hartnett', 'Alan Alda', 'Teri Hatcher', 'Kathryn Morris']",2007,['Drama']
Admission,Paul Weitz,"['Tina Fey', 'Paul Rudd', 'Michael Sheen', 'Lily Tomlin', 'Wallace Shawn']",2013,['Comedy']
The Widow of Saint-Pierre,Patrice Leconte,"['Daniel Auteuil', 'Emir Kusturica', 'Juliette Binoche', 'Michel Duchaussoy', 'Philippe Magnan']",2000,['Romance']
Chloe,Atom Egoyan,"['Julianne Moore', 'Liam Neeson', 'Amanda Seyfried', 'Max Thieriot', 'R. H. Thomson']",2009,['Drama']
Faithful,Paul Mazursky,"['Cher', 'Chazz Palminteri', ""Ryan O'Neal"", 'Paul Mazursky', 'Amber Smith']",1996,['Comedy']
Find Me Guilty,Sidney Lumet,"['Vin Diesel', 'Alex Rocco', 'Frank Pietrangolare', 'Richard DeDomenico', 'Paul Borghese']",2006,['Drama']
